client_id,age,sexe,compte_type,solde,nb_transactions_mois,montant_total_mois,transaction_suspecte,fidelite,produit_conso
451,39,M,Épargne,3260.67,22,2255.62,0,2,Carte
452,39,F,Courant,7250.87,14,874.84,0,0,Placement
453,66,F,Courant,2621.18,16,2538.94,0,6,Carte
454,69,F,Épargne,8285.35,22,2127.99,0,14,Crédit
455,59,F,Épargne,3198.76,19,3181.33,0,5,Placement
456,23,M,Premium,6276.78,21,2444.36,0,9,Carte
457,32,F,Courant,4342.76,15,1841.85,0,3,Assurance
458,60,F,Courant,6206.37,21,3500.41,0,5,Assurance
459,54,F,Épargne,3911.77,16,1717.67,0,5,Carte
460,50,M,Épargne,4674.41,24,2795.26,0,12,Carte
461,25,M,Courant,5081.84,17,1809.29,0,3,Carte
462,61,F,Courant,2995.63,21,2207.12,0,13,Crédit
463,61,M,Courant,6481.65,23,2964.52,0,12,Crédit
464,22,F,Épargne,3973.57,20,3426.4,0,5,Assurance
465,56,M,Courant,4542.8,17,1772.51,1,9,Crédit
466,21,M,Courant,3011.3,21,2701.4,0,10,Crédit
467,23,M,Courant,-124.67,17,2560.35,0,7,Placement
468,62,M,Courant,4617.94,20,1808.32,0,12,Crédit
469,49,F,Courant,9825.23,23,2107.45,0,2,Placement
470,69,F,Épargne,6569.21,15,2850.18,1,3,Crédit
471,47,F,Courant,4961.48,13,2060.89,0,9,Assurance
472,64,M,Épargne,4474.22,21,2868.14,0,12,Carte
473,52,F,Courant,5044.93,20,2943.16,0,11,Assurance
474,57,F,Épargne,6094.24,15,815.92,0,13,Crédit
475,69,F,Épargne,2638.37,26,3710.6,0,14,Carte
476,33,M,Épargne,7228.64,26,3287.08,0,0,Carte
477,30,M,Épargne,6430.76,25,3296.56,0,3,Carte
478,67,M,Courant,6436.37,21,2182.19,0,10,Placement
479,59,F,Courant,5876.95,17,1057.76,0,9,Assurance
480,47,F,Épargne,5039.23,16,1264.01,0,9,Placement
481,36,F,Premium,6345.72,21,4044.85,0,11,Carte
482,34,M,Épargne,6183.63,19,2114.79,0,13,Assurance
483,36,M,Épargne,4291.92,12,1440.03,0,8,Assurance
484,45,F,Épargne,3852.8,15,868.6,0,7,Crédit
485,43,M,Courant,5203.71,16,890.16,0,10,Placement
486,54,M,Courant,8098.04,19,2993.97,0,3,Placement
487,43,M,Épargne,2521.79,22,2875.71,0,11,Crédit
488,40,M,Premium,2064.95,28,3536.57,0,6,Placement
489,26,F,Courant,5329.52,15,1297.03,0,9,Carte
490,29,M,Épargne,5101.78,19,3072.54,0,2,Carte
491,18,M,Courant,5346.68,22,1655.18,0,8,Placement
492,18,M,Épargne,5487.91,23,1805.27,0,9,Crédit
493,64,M,Courant,4553.6,26,3096.78,0,3,Assurance
494,51,F,Courant,7979.73,16,1487.07,0,1,Placement
495,49,F,Épargne,1798.19,20,1742.39,0,9,Assurance
496,65,M,Courant,3343.01,16,2348.57,0,4,Crédit
497,42,M,Épargne,4793.49,24,3543.5,0,1,Assurance
498,57,M,Épargne,1713.62,19,3299.87,0,13,Crédit
499,62,M,Premium,4648.29,29,3267.03,0,9,Crédit
500,18,M,Courant,8322.94,24,1463.11,0,5,Carte
501,33,M,Courant,5041.77,18,1638.9,0,10,Carte
502,56,F,Courant,5461.4,22,4334.02,0,9,Crédit
503,22,M,Premium,2479.67,21,2928.21,0,0,Placement
504,39,F,Premium,3767.28,20,3129.21,0,13,Carte
505,46,F,Épargne,4249.61,19,970.97,0,5,Crédit
506,20,M,Épargne,4364.57,23,2937.81,0,3,Assurance
507,29,F,Épargne,7563.29,19,1056.96,0,2,Assurance
508,43,F,Épargne,6115.38,27,3655.38,0,1,Placement
509,33,F,Courant,2777.08,25,4702.89,0,6,Assurance
510,68,F,Épargne,5493.01,31,6053.15,0,8,Assurance
511,54,F,Courant,5996.44,18,2359.49,1,11,Crédit
512,39,F,Épargne,7280.3,20,2374.61,0,2,Assurance
513,46,M,Épargne,8161.08,16,3068.04,0,5,Assurance
514,31,F,Épargne,2969.81,17,2567.71,0,8,Assurance
515,45,F,Courant,3378.28,14,836.29,0,1,Assurance
516,22,F,Courant,2484.84,29,3475.91,0,6,Crédit
517,64,M,Courant,4531.96,18,1548.66,0,4,Assurance
518,66,F,Courant,5932.72,22,2650.35,0,4,Placement
519,47,M,Courant,6974.67,14,1656.48,0,10,Carte
520,63,F,Premium,4848.1,18,2471.79,0,6,Placement
521,69,M,Épargne,4360.3,29,3001.95,0,8,Carte
522,22,M,Courant,5303.52,26,1940.65,0,3,Placement
523,29,F,Courant,3329.71,23,2887.83,0,8,Carte
524,33,F,Courant,9179.08,22,3839.67,0,14,Carte
525,43,M,Épargne,1784.68,26,3889.65,0,13,Carte
526,43,F,Épargne,5369.48,20,2015.1,0,12,Carte
527,65,M,Premium,9047.21,18,3425.91,0,10,Crédit
528,38,M,Courant,5013.6,25,4670.78,0,9,Placement
529,56,M,Premium,4619.92,15,1221.03,0,8,Carte
530,53,M,Épargne,4285.11,20,1118.25,0,12,Placement
531,50,M,Courant,4639.22,19,3062.73,0,3,Assurance
532,47,F,Premium,7745.7,25,4353.54,0,2,Carte
533,54,M,Courant,576.28,22,4293.95,0,1,Placement
534,40,M,Épargne,8066.87,18,3302.56,0,8,Crédit
535,27,F,Courant,2152.09,23,3221.84,0,11,Placement
536,22,M,Épargne,4466.7,19,2460.65,0,1,Carte
537,53,F,Épargne,4141.51,22,1191.88,1,5,Assurance
538,51,F,Épargne,6177.11,17,1478.97,0,4,Placement
539,69,F,Épargne,1803.75,29,3449.32,0,13,Assurance
540,48,M,Courant,5924.35,24,3462.61,0,4,Crédit
541,27,M,Courant,9048.62,14,1870.23,0,3,Placement
542,36,M,Courant,2273.65,18,2905.12,1,5,Placement
543,49,F,Courant,5379.41,18,1655.37,0,4,Crédit
544,18,M,Épargne,3676.04,19,2560.11,0,10,Crédit
545,22,F,Courant,5851.77,20,1264.43,0,3,Crédit
546,62,M,Premium,5038.3,16,1792.8,0,12,Carte
547,21,F,Épargne,3717.03,22,3575.53,0,8,Carte
548,33,M,Épargne,5975.74,19,2926.19,0,12,Placement
549,41,M,Courant,8608.7,24,4766.31,0,5,Placement
550,33,M,Épargne,4618.19,25,2292.09,0,10,Placement
551,19,F,Premium,6439.52,19,2369.84,0,9,Assurance
552,66,F,Courant,2413.45,16,1590.87,0,9,Crédit
553,45,M,Épargne,3087.13,20,2321.81,0,12,Placement
554,49,M,Épargne,5944.81,19,3392.31,0,9,Crédit
555,44,F,Courant,7968.23,18,2747.36,0,12,Carte
556,37,F,Épargne,5711.23,16,2917.86,0,2,Crédit
557,41,F,Courant,4373.88,16,1288.43,0,9,Assurance
558,29,M,Courant,4998.58,27,4887.11,0,5,Assurance
559,67,F,Courant,2499.18,23,1356.18,0,13,Crédit
560,52,M,Courant,6209.03,14,2566.06,0,0,Assurance
561,50,F,Courant,6764.67,19,1887.86,0,4,Assurance
562,50,M,Courant,4095.82,20,1943.76,1,9,Carte
563,68,F,Premium,4059.92,18,2282.64,0,5,Placement
564,60,F,Épargne,5531.76,23,4395.38,0,14,Assurance
565,54,F,Premium,4126.56,16,914.68,0,10,Placement
566,29,F,Courant,4867.73,15,1542.52,0,7,Crédit
567,20,F,Courant,9199.44,18,3212.74,0,10,Crédit
568,18,M,Épargne,4505.95,18,1969.35,0,14,Assurance
569,50,F,Courant,4283.32,22,1757.22,0,14,Crédit
570,57,F,Courant,3704.92,24,2729.26,0,8,Carte
571,27,F,Épargne,6488.38,26,2803.65,0,10,Assurance
572,60,M,Courant,4637.55,23,4308.19,0,2,Assurance
573,61,F,Épargne,3701.25,16,2628.64,0,1,Assurance
574,46,M,Épargne,7642.61,18,2263.81,0,12,Crédit
575,30,F,Courant,7839.21,16,3172.09,0,3,Crédit
576,29,F,Courant,3799.15,12,1437.5,0,7,Assurance
577,48,M,Épargne,1266.92,21,1233.45,0,10,Placement
578,63,F,Courant,7015.03,19,1697.48,0,7,Crédit
579,19,M,Courant,3630.74,20,2308.21,0,2,Crédit
580,68,M,Premium,6581.25,11,808.89,0,3,Assurance
581,67,F,Courant,1059.79,17,3266.29,0,2,Placement
582,52,M,Épargne,6785.19,15,2475.41,0,9,Assurance
583,40,F,Premium,2577.66,14,1263.4,0,1,Crédit
584,34,F,Courant,6461.53,14,1940.69,0,3,Assurance
585,43,M,Courant,5028.55,27,4271.87,0,5,Assurance
586,25,M,Courant,3092.12,25,4779.8,0,10,Assurance
587,46,M,Courant,4185.93,15,2733.68,0,13,Placement
588,43,M,Courant,6372.64,27,3436.53,0,10,Assurance
589,27,F,Épargne,5211.79,26,4321.15,0,4,Crédit
590,43,F,Courant,6168.83,17,2283.47,0,2,Assurance
591,51,M,Épargne,8952.88,18,2392.3,0,1,Placement
592,68,F,Premium,1871.52,21,1411.44,0,8,Carte
593,58,F,Épargne,8234.43,23,1585.17,0,14,Placement
594,24,F,Épargne,5208.71,17,2200.31,0,0,Assurance
595,21,F,Courant,3202.43,24,2167.9,0,8,Carte
596,67,M,Épargne,2339.37,22,1169.42,0,0,Assurance
597,62,M,Épargne,4621.76,21,3326.94,0,14,Placement
598,28,F,Courant,6843.3,18,987.71,0,13,Carte
599,46,M,Courant,4744.9,9,1253.62,0,6,Carte
600,53,M,Épargne,8022.31,18,2355.82,0,5,Assurance
601,42,M,Courant,2097.65,15,2929.83,0,6,Assurance
602,38,F,Courant,4975.82,30,3678.96,0,14,Placement
603,53,F,Courant,2495.21,24,1428.97,0,2,Assurance
604,27,F,Courant,5727.26,24,3186.08,0,13,Carte
605,54,M,Épargne,6773.77,22,3875.62,0,2,Crédit
606,26,F,Épargne,4158.48,22,4389.6,0,12,Crédit
607,41,F,Épargne,-208.43,12,1374.62,0,10,Placement
608,52,M,Courant,5397.9,17,1666.76,0,0,Assurance
609,66,F,Courant,5873.48,18,3347.96,0,3,Placement
610,52,F,Courant,5808.59,21,1652.41,1,11,Crédit
611,65,M,Courant,7471.56,18,2561.66,0,1,Crédit
612,53,M,Courant,2857.89,15,1662.86,0,9,Assurance
613,35,M,Épargne,6360.43,17,954.76,0,7,Carte
614,66,F,Courant,7385.02,21,2143.96,0,2,Assurance
615,56,F,Épargne,1442.82,18,1616.12,0,6,Crédit
616,49,F,Courant,5639.3,16,2446.62,0,6,Carte
617,41,M,Courant,3991.64,24,4615.65,0,11,Placement
618,40,M,Courant,4836.95,18,1623.73,0,8,Crédit
619,49,F,Premium,5695.35,17,2919.24,0,5,Placement
620,54,F,Épargne,4025.54,21,1224.38,0,0,Carte
621,29,M,Premium,3648.58,18,2352.93,0,7,Placement
622,66,M,Courant,5068.3,14,848.16,0,0,Crédit
623,30,M,Courant,2825.51,13,2471.36,0,2,Assurance
624,40,M,Épargne,2828.35,14,2309.34,0,10,Placement
625,42,F,Courant,6358.75,28,4163.39,0,4,Crédit
626,52,M,Épargne,2702.41,32,5554.7,0,7,Crédit
627,58,F,Courant,6332.63,23,3383.94,0,8,Carte
628,47,F,Courant,5925.18,26,5078.88,0,14,Crédit
629,34,F,Courant,1548.39,20,3141.87,0,6,Assurance
630,66,M,Courant,3644.87,18,3396.58,0,8,Assurance
631,37,M,Épargne,7388.22,24,3061.67,0,10,Placement
632,65,M,Courant,3037.67,30,2026.79,0,2,Placement
633,42,M,Courant,4071.19,21,2713.76,0,12,Placement
634,39,F,Courant,5924.12,10,690.31,0,4,Placement
635,30,M,Courant,6566.78,19,2638.61,0,9,Assurance
636,36,M,Épargne,4496.92,19,2325.11,0,7,Carte
637,66,F,Épargne,3804.98,31,4444.98,0,11,Placement
638,53,M,Premium,7844.74,20,1030.14,0,0,Carte
639,29,F,Épargne,8477.8,27,2139.1,0,7,Crédit
640,58,F,Courant,6957.72,18,2226.59,0,6,Crédit
641,36,F,Épargne,5170.64,25,4814.39,0,0,Placement
642,29,F,Courant,3383.47,22,2365.91,1,12,Crédit
643,26,F,Courant,3339.11,19,2159.46,0,12,Carte
644,24,F,Épargne,6045.03,19,2986.88,0,9,Carte
645,45,F,Courant,5836.8,19,2670.81,0,11,Crédit
646,31,F,Premium,7803.2,18,1707.1,0,9,Placement
647,48,M,Courant,6300.9,15,1674.34,0,14,Carte
648,69,M,Épargne,1993.84,21,1735.75,0,11,Carte
649,36,M,Épargne,7103.9,17,3313.35,0,5,Assurance
650,64,M,Épargne,3003.88,20,1391.9,0,0,Placement
651,33,F,Épargne,4232.06,31,3279.04,0,1,Assurance
652,22,M,Épargne,5500.4,20,1077.52,0,4,Crédit
653,52,F,Courant,8991.33,20,1665.34,0,1,Crédit
654,29,M,Épargne,11219.84,16,2673.13,0,13,Assurance
655,42,M,Courant,6213.45,14,1122.47,0,9,Placement
656,69,M,Épargne,4633.61,22,1364.21,0,0,Carte
657,38,F,Épargne,6069.01,21,2544.53,0,5,Crédit
658,53,M,Épargne,6775.31,23,1184.39,0,7,Placement
659,40,F,Courant,4358.66,23,1442.44,0,7,Placement
660,33,F,Courant,8590.42,18,3080.59,0,12,Crédit
661,56,M,Épargne,5460.14,12,1988.65,0,12,Crédit
662,62,M,Courant,5995.49,14,2621.79,0,7,Placement
663,59,M,Courant,6331.85,25,4454.43,0,10,Carte
664,56,F,Courant,5843.17,18,2744.57,0,5,Assurance
665,31,M,Premium,6677.88,25,1446.25,0,10,Crédit
666,48,F,Épargne,3765.49,26,4353.11,1,2,Assurance
667,22,F,Courant,3883.4,15,2652.4,0,0,Placement
668,52,M,Courant,2799.69,15,2547.93,0,1,Assurance
669,40,M,Courant,5879.0,20,2525.44,0,4,Carte
670,46,F,Épargne,6557.87,15,1274.03,0,12,Placement
671,60,F,Épargne,5915.55,9,1591.2,0,9,Carte
672,28,F,Courant,8348.98,21,3340.56,0,4,Placement
673,35,M,Courant,4988.81,22,4336.51,0,9,Carte
674,64,F,Courant,6337.48,30,2200.62,0,13,Placement
675,29,M,Épargne,2816.6,28,2347.79,0,0,Carte
676,26,F,Épargne,4225.8,17,1390.09,0,0,Placement
677,27,F,Courant,6391.08,23,3884.26,0,14,Carte
678,61,M,Courant,6698.2,17,1326.61,0,8,Placement
679,34,F,Courant,4412.07,21,1259.98,0,1,Carte
680,55,M,Premium,4856.8,15,2996.76,0,6,Crédit
681,24,M,Courant,1964.25,24,1289.34,0,9,Assurance
682,63,F,Épargne,4285.94,15,2629.3,0,3,Placement
683,30,M,Épargne,6780.77,22,2305.71,0,6,Carte
684,57,M,Courant,6150.41,20,3524.85,0,7,Crédit
685,59,F,Courant,6001.33,18,2397.48,0,4,Placement
686,26,M,Courant,5099.55,15,2778.67,0,12,Placement
687,67,M,Épargne,5014.13,19,3589.65,0,11,Placement
688,44,M,Épargne,3679.36,19,975.93,0,11,Assurance
689,19,F,Épargne,6397.66,21,1287.55,0,0,Carte
690,22,M,Épargne,5841.95,28,2451.51,0,3,Carte
691,46,F,Courant,5984.04,20,3007.95,0,9,Placement
692,54,F,Premium,3947.93,23,4214.54,0,2,Placement
693,55,M,Épargne,693.31,20,2379.83,0,9,Placement
694,36,M,Courant,7194.31,28,3949.29,0,14,Crédit
695,25,M,Premium,4042.33,21,1643.77,0,11,Placement
696,65,F,Épargne,3274.45,20,3414.9,0,4,Assurance
697,62,M,Épargne,6386.96,21,4097.08,0,9,Carte
698,18,M,Épargne,4215.97,20,1805.8,1,12,Assurance
699,39,M,Épargne,7119.87,12,1490.69,0,9,Placement
700,69,M,Épargne,6234.01,25,1572.94,0,12,Crédit
701,34,M,Courant,6367.14,15,2008.06,0,5,Placement
702,24,F,Courant,2268.09,24,3010.02,0,1,Placement
703,42,F,Premium,7423.89,21,1504.97,0,6,Placement
704,62,M,Courant,5522.5,8,930.48,0,12,Placement
705,21,M,Courant,4261.45,25,2502.89,0,2,Placement
706,53,M,Courant,5286.78,25,3206.87,0,14,Carte
707,23,M,Courant,1447.53,19,2619.11,0,0,Assurance
708,48,F,Épargne,5817.31,19,974.21,0,9,Crédit
709,36,M,Premium,2941.26,21,3447.17,0,2,Placement
710,61,F,Courant,2294.66,17,2668.19,0,8,Crédit
711,56,F,Courant,1955.28,18,1888.97,0,9,Carte
712,44,M,Courant,7225.38,21,1216.75,0,10,Assurance
713,27,F,Épargne,3741.47,17,2775.08,0,10,Placement
714,43,F,Épargne,8067.46,19,3672.25,0,14,Carte
715,36,F,Courant,3928.4,24,2064.55,0,5,Carte
716,56,F,Épargne,1585.28,11,1083.82,0,10,Assurance
717,20,M,Épargne,2766.95,27,2094.44,0,5,Placement
718,62,M,Épargne,7471.62,21,2867.35,0,3,Assurance
719,30,F,Premium,4688.2,18,1318.07,0,14,Assurance
720,67,M,Courant,3903.43,21,2172.01,0,7,Crédit
721,45,M,Épargne,5320.04,13,2009.18,0,4,Crédit
722,37,M,Courant,6003.57,32,4288.56,0,6,Assurance
723,45,M,Épargne,7234.8,21,2267.36,0,8,Crédit
724,25,M,Épargne,7897.0,21,2373.79,0,12,Carte
725,58,F,Épargne,4280.46,21,2820.65,0,12,Assurance
726,56,M,Épargne,2347.9,19,966.71,0,13,Placement
727,18,M,Courant,4173.07,22,1359.08,0,4,Placement
728,20,M,Épargne,5520.56,17,3097.21,0,10,Carte
729,30,M,Premium,3072.48,27,1665.41,0,13,Placement
730,45,F,Premium,3085.7,22,3432.45,0,4,Placement
731,66,F,Courant,5687.58,15,2820.09,0,13,Assurance
732,42,F,Courant,4902.7,20,1812.05,0,3,Carte
733,50,F,Courant,5065.59,22,2322.62,0,5,Assurance
734,55,M,Épargne,3483.01,18,2436.09,0,1,Carte
735,23,F,Épargne,4539.2,16,2916.1,0,2,Assurance
736,61,M,Courant,3151.53,16,3060.57,0,0,Assurance
737,62,M,Épargne,6780.4,19,3057.76,0,1,Crédit
738,49,M,Épargne,7070.5,19,1196.87,0,1,Placement
739,62,M,Épargne,1307.62,26,3909.7,0,7,Carte
740,64,M,Épargne,3140.98,20,2230.91,0,7,Placement
741,38,F,Épargne,2006.94,18,2170.89,0,1,Crédit
742,33,F,Épargne,3699.95,22,1262.19,0,12,Carte
743,38,F,Courant,4833.12,29,2281.12,0,13,Crédit
744,28,F,Épargne,2100.71,18,3034.39,0,5,Placement
745,54,M,Épargne,3156.28,16,1889.5,0,14,Assurance
746,53,F,Épargne,2992.09,23,2190.73,0,4,Crédit
747,52,M,Épargne,5414.53,18,1936.85,0,2,Crédit
748,36,F,Épargne,5138.69,22,3919.52,0,4,Assurance
749,37,M,Courant,3556.52,24,3896.4,0,4,Placement
750,35,M,Courant,5353.64,26,2362.03,1,4,Crédit
751,64,F,Courant,3906.64,30,2028.76,0,2,Placement
752,58,M,Courant,4456.69,18,1580.4,0,14,Assurance
753,66,M,Épargne,8346.9,18,3386.04,1,2,Carte
754,31,F,Premium,7680.92,19,2607.53,0,3,Crédit
755,32,M,Courant,2400.84,16,2080.35,0,6,Placement
756,48,F,Courant,6659.46,17,2370.8,0,11,Assurance
757,18,F,Épargne,6622.79,15,1573.56,0,11,Assurance
758,20,F,Courant,2703.47,19,3250.26,0,11,Crédit
759,33,M,Épargne,6637.56,21,2698.35,0,13,Carte
760,40,M,Épargne,8075.86,15,1012.68,0,1,Crédit
761,28,M,Épargne,2754.91,22,1525.91,0,9,Placement
762,29,F,Courant,3164.99,23,3002.16,0,3,Assurance
763,27,M,Courant,7035.32,20,3809.71,0,3,Carte
764,49,F,Épargne,5542.99,23,2213.81,0,0,Placement
765,33,F,Épargne,6102.95,20,3608.62,0,9,Crédit
766,25,M,Courant,5681.18,23,3786.13,0,7,Assurance
767,55,F,Épargne,5781.39,19,1656.27,0,0,Crédit
768,29,M,Courant,2347.06,23,1275.38,0,7,Carte
769,41,M,Épargne,7094.64,26,1697.2,0,6,Carte
770,45,M,Courant,7339.18,12,1911.29,0,8,Carte
771,25,M,Premium,4541.22,19,1519.06,0,7,Carte
772,45,M,Courant,4913.05,16,1691.05,0,4,Carte
773,53,F,Courant,1937.78,21,2630.35,1,7,Crédit
774,43,F,Courant,6028.51,17,2699.94,0,13,Carte
775,25,F,Courant,6144.11,26,1741.6,0,14,Carte
776,67,M,Épargne,4875.62,15,1664.32,0,10,Assurance
777,45,M,Premium,7248.71,17,2086.94,0,9,Carte
778,45,M,Courant,4331.85,20,2622.48,0,11,Assurance
779,54,F,Courant,6129.21,15,2591.31,0,14,Assurance
780,58,M,Épargne,2960.67,29,2196.8,0,11,Assurance
781,53,F,Épargne,4952.9,19,3252.32,0,2,Crédit
782,44,F,Épargne,4651.29,13,2001.11,0,14,Crédit
783,34,M,Courant,5450.62,17,2267.47,0,9,Placement
784,26,M,Courant,4260.95,9,1394.36,0,6,Placement
785,50,F,Épargne,4737.05,24,2683.26,0,11,Assurance
786,37,M,Courant,6652.09,20,1415.19,0,3,Crédit
787,30,F,Épargne,4126.47,19,2847.43,0,4,Carte
788,45,M,Courant,1786.85,24,3088.82,1,8,Placement
789,65,M,Épargne,8499.17,19,2772.22,0,6,Crédit
790,46,F,Courant,7762.91,20,2014.0,0,3,Carte
791,30,M,Épargne,2415.47,18,3348.54,0,5,Carte
792,63,F,Courant,6379.42,20,2762.11,0,9,Crédit
793,52,M,Épargne,3994.05,14,879.35,0,13,Placement
794,23,F,Courant,5526.97,17,1997.0,0,10,Crédit
795,35,F,Épargne,5588.45,11,1797.99,0,6,Placement
796,68,M,Épargne,4531.18,12,2029.44,0,12,Assurance
797,22,F,Épargne,3432.47,19,2359.6,0,9,Crédit
798,64,M,Épargne,3618.92,17,3131.61,0,12,Crédit
799,42,M,Épargne,3167.62,13,1171.95,0,8,Placement
800,19,M,Épargne,3336.36,18,2008.62,0,3,Placement
801,27,F,Courant,4865.64,27,4989.32,0,9,Crédit
802,47,F,Épargne,3568.48,13,2397.7,0,2,Carte
803,67,M,Courant,6364.1,31,4738.56,0,7,Carte
804,62,M,Courant,7974.49,19,3398.09,0,14,Carte
805,22,F,Courant,3839.89,17,1076.37,0,0,Assurance
806,50,M,Courant,5478.81,20,3594.98,0,8,Assurance
807,18,M,Épargne,5999.37,25,2452.32,0,12,Placement
808,35,F,Épargne,5944.0,21,1611.74,0,0,Assurance
809,49,M,Épargne,5151.91,21,1804.01,0,1,Carte
810,64,F,Épargne,6485.36,21,2366.6,0,12,Crédit
811,66,M,Courant,5964.5,24,2104.29,0,7,Assurance
812,28,F,Courant,2524.68,18,1765.53,0,8,Assurance
813,38,M,Courant,6738.31,19,1334.69,0,6,Carte
814,43,M,Courant,6774.58,20,1888.53,0,2,Assurance
815,42,F,Courant,3473.43,21,2852.69,0,6,Placement
816,39,M,Courant,5075.88,25,2906.95,0,5,Crédit
817,44,F,Épargne,6366.66,16,1632.13,0,1,Carte
818,66,M,Épargne,4581.37,17,2753.45,0,2,Placement
819,30,F,Premium,7145.96,22,4048.58,0,10,Carte
820,50,F,Premium,9727.74,21,3433.89,0,12,Placement
821,51,F,Épargne,3428.03,14,1397.2,0,11,Crédit
822,58,F,Courant,2237.91,26,4203.32,0,12,Crédit
823,52,M,Épargne,5607.64,23,1674.33,0,9,Placement
824,18,M,Épargne,6443.13,13,904.12,0,9,Placement
825,38,F,Courant,4538.27,19,1935.04,0,12,Placement
826,65,F,Courant,7906.52,31,5305.82,0,11,Placement
827,23,F,Épargne,2322.79,18,1565.14,0,14,Placement
828,45,M,Courant,6385.84,32,1903.62,0,4,Placement
829,34,M,Épargne,3788.28,17,1185.86,0,9,Crédit
830,22,M,Épargne,8438.76,23,4112.67,0,3,Placement
831,48,M,Courant,8985.03,23,3336.55,0,1,Assurance
832,22,F,Courant,3466.69,10,879.8,1,3,Crédit
833,55,F,Courant,3900.89,18,2399.3,0,11,Carte
834,20,F,Courant,6719.18,20,2582.74,0,7,Crédit
835,40,M,Courant,4225.74,15,2224.73,0,4,Carte
836,54,M,Épargne,4909.18,19,1614.58,0,4,Carte
837,54,M,Courant,5050.78,22,3952.53,0,12,Assurance
838,27,F,Épargne,1160.65,21,2024.51,0,11,Placement
839,27,F,Courant,4972.32,22,3390.63,0,11,Placement
840,36,M,Premium,3620.54,21,1100.79,0,9,Crédit
841,34,F,Courant,4013.75,16,1694.38,0,2,Placement
842,38,M,Courant,7887.26,19,1952.37,0,12,Assurance
843,31,M,Épargne,2486.99,12,1578.27,0,7,Crédit
844,26,F,Épargne,6626.41,18,1096.39,0,5,Crédit
845,63,M,Courant,4442.07,21,3538.91,0,1,Crédit
846,18,F,Épargne,4440.48,17,1405.34,0,1,Placement
847,68,M,Courant,6580.74,16,2424.89,0,8,Placement
848,62,F,Courant,5680.1,23,3921.08,0,12,Placement
849,30,F,Courant,6141.23,18,2417.07,0,6,Crédit
850,21,F,Courant,6936.37,24,3867.18,0,9,Crédit
851,18,M,Épargne,4337.38,12,1791.35,0,8,Carte
852,66,M,Courant,3775.53,17,1756.6,0,13,Carte
853,57,F,Courant,2829.7,25,4283.22,0,5,Placement
854,49,F,Épargne,3349.18,23,2166.72,0,14,Crédit
855,51,M,Épargne,10898.19,18,2442.27,1,4,Placement
856,45,M,Courant,7489.36,24,3883.43,0,11,Placement
857,48,M,Épargne,2297.85,25,2671.08,0,0,Carte
858,25,F,Courant,2355.08,19,1812.89,0,11,Assurance
859,56,M,Épargne,5963.73,16,1902.43,0,5,Placement
860,43,M,Épargne,6094.53,21,3626.59,0,5,Assurance
861,51,F,Premium,6097.77,15,2842.32,0,2,Assurance
862,20,M,Courant,4490.09,21,2767.01,0,2,Crédit
863,67,M,Courant,4749.09,20,2984.4,0,14,Crédit
864,29,M,Courant,5655.76,21,3895.31,0,2,Placement
865,18,F,Courant,5171.79,21,1360.42,0,2,Carte
866,61,F,Courant,561.4,20,1696.24,0,6,Carte
867,22,F,Premium,4540.4,16,2501.36,0,9,Placement
868,47,F,Courant,3297.19,17,2950.55,0,10,Placement
869,47,F,Courant,5350.42,20,3571.09,0,1,Carte
870,34,F,Épargne,10970.52,17,1908.52,1,9,Assurance
871,65,F,Courant,5734.96,26,1648.43,0,12,Placement
872,64,M,Épargne,4372.94,24,2776.01,0,9,Assurance
873,40,M,Courant,6843.6,14,1184.54,0,1,Placement
874,32,F,Courant,5965.38,25,2341.99,1,2,Placement
875,54,M,Courant,5840.19,22,3648.48,0,9,Assurance
876,38,M,Courant,6213.7,20,1226.58,0,11,Assurance
877,31,F,Premium,9113.09,22,3831.02,0,6,Carte
878,19,M,Courant,2738.22,19,2168.86,0,2,Placement
879,28,M,Épargne,5947.26,21,2927.6,0,6,Crédit
880,68,M,Courant,3147.24,15,951.72,0,8,Crédit
881,56,M,Courant,6111.03,20,2012.08,0,10,Placement
882,55,M,Épargne,3162.63,13,824.92,0,9,Placement
883,51,F,Courant,4165.27,22,4273.09,0,11,Placement
884,55,F,Épargne,4409.82,13,2224.16,0,14,Assurance
885,67,F,Premium,6951.63,16,1903.12,0,10,Crédit
886,51,M,Épargne,6836.91,17,1420.19,0,3,Crédit
887,35,F,Premium,2508.57,29,5510.53,0,6,Crédit
888,47,M,Courant,5109.87,25,2542.24,0,8,Placement
889,32,M,Courant,3580.84,17,1260.51,0,13,Assurance
890,44,M,Courant,2482.99,17,2286.07,0,7,Placement
891,68,M,Épargne,4565.97,28,5363.85,0,7,Carte
892,51,F,Premium,4383.03,23,1163.21,0,8,Carte
893,69,F,Courant,9853.43,35,3000.16,0,13,Crédit
894,55,M,Épargne,5865.92,25,4769.18,0,4,Placement
895,50,F,Courant,2244.76,22,1664.58,0,13,Carte
896,41,M,Épargne,3870.45,27,1808.64,0,4,Carte
897,32,F,Courant,7042.77,9,1219.75,0,2,Placement
898,47,F,Premium,9176.89,25,4481.91,0,4,Assurance
899,59,M,Épargne,1828.03,19,2309.76,0,7,Placement
900,68,F,Courant,1240.15,19,3784.51,0,11,Placement
901,34,M,Courant,8741.93,28,4252.52,0,4,Assurance
902,22,F,Courant,5779.23,17,1038.89,0,3,Crédit
